PY,AU,TI,SO,VL,IS,DI,Z9,citesPerYear
1981,"Khan, M H; Zerby, J A",The socioeconomic position of Pakistan in the third world.,Pakistan development review,20,3,NA,3,0.075
1980,"GROVE, DJ",THE EFFECT OF ECONOMIC-DEVELOPMENT AND GROWTH ON ETHNIC INCOME MOBILITY - A CROSS-CULTURAL-STUDY,STUDIES IN COMPARATIVE INTERNATIONAL DEVELOPMENT,15,3,10.1007/BF02686464,3,0.07317073170731707
1993,"Jones, G W",Is demographic uniformity inevitable?,Journal of the Australian Population Association,10,1,NA,2,0.07142857142857142
1993,"GOLDSTEIN, BD",GLOBAL ISSUES IN ENVIRONMENTAL MEDICINE,JOURNAL OF OCCUPATIONAL AND ENVIRONMENTAL MEDICINE,35,3,NA,2,0.07142857142857142
1993,"COMMONER, B","POPULATION, DEVELOPMENT, AND THE ENVIRONMENT - TRENDS AND KEY ISSUES IN THE DEVELOPED-COUNTRIES",INTERNATIONAL JOURNAL OF HEALTH SERVICES,23,3,10.2190/TQ24-K0V6-UNHY-QBA1,2,0.07142857142857142
2007,"Marton-Lefevre, Julia; Mehers, Gillian Martin",A look at the LEAD programme as a transformative experience,FUTURES,39,5,10.1016/j.futures.2006.10.005,1,0.07142857142857142
1992,"GULATI, A; SHARMA, AN",SUBSIDIZING AGRICULTURE - A CROSS-COUNTRY VIEW,ECONOMIC AND POLITICAL WEEKLY,27,39,NA,2,0.06896551724137931
2006,"Nadler, Scott; Zemanek, James E., Jr.",Cultural differences and economic development of 31 countries,PSYCHOLOGICAL REPORTS,99,1,10.2466/PR0.99.1.274.276,1,0.06666666666666667
2005,"Seip, KL; Cobelas, MA; Doledec, S; Fang, JH; Smith, VH; Vorontsova, OS",Preferences for environmental issues among environmentally-concerned citizens in six countries,ENVIRONMENTAL CONSERVATION,32,4,10.1017/S0376892906002578,1,0.0625
1985,"UNNITHAN, NP",A CROSS-NATIONAL PERSPECTIVE ON THE EVOLUTION OF ALCOHOL PROHIBITION,INTERNATIONAL JOURNAL OF THE ADDICTIONS,20,4,10.3109/10826088509044938,2,0.05555555555555555
1984,"Heer, D M",Policy and legislation affecting settlement of the Pacific region:  an historical comparison of the United States and the USSR.,Comparative social research,7,NA,NA,2,0.05405405405405406
1999,"Hsueh, CY",The political economy of defense spending: Implications for TMD in Taiwan,ISSUES & STUDIES,35,5,NA,1,0.045454545454545456
1997,"Ventura, J","Fertility, income distribution and economic growth: Theory and cross-country evidence: Comments",JAPAN AND THE WORLD ECONOMY,9,2,10.1016/S0922-1425(97)00004-2,1,0.041666666666666664
1996,"Laituri, M","Cross-cultural dynamics in the eco-city: Waitakere City, New Zealand",CITIES,13,5,10.1016/0264-2751(96)00020-0,1,0.04
1996,"Lester, D",Religion and suicide,PSYCHOLOGICAL REPORTS,78,3,10.2466/pr0.1996.78.3c.1090,1,0.04
1996,"Gallagher, SK; Stokes, RG; Anderson, AB",Economic disarticulation and fertility in less developed nations,SOCIOLOGICAL QUARTERLY,37,2,10.1111/j.1533-8525.1996.tb01747.x,1,0.04
1994,"CURRY, RL",BEVERAGE ALCOHOL SPENDING IN SINGAPORE - AN EMPIRICAL UPDATE,INTERNATIONAL JOURNAL OF THE ADDICTIONS,29,5,10.3109/10826089409047406,1,0.037037037037037035
1994,"GUNDLACH, E",ACCOUNTING FOR THE STOCK OF HUMAN-CAPITAL - SELECTED EVIDENCE AND POTENTIAL IMPLICATIONS,WELTWIRTSCHAFTLICHES ARCHIV-REVIEW OF WORLD ECONOMICS,130,2,10.1007/BF02707714,1,0.037037037037037035
1993,"Miller, B D","On poverty, child survival and gender: models and misperceptions.",Third world planning review,15,3,NA,1,0.03571428571428571
1993,"ODEDOKUN, MO",THE IMPACT OF MONETARY SURPRISE AND SYSTEMATIC MONETARY-POLICY IN DEVELOPING-COUNTRIES - EMPIRICAL RESULTS FROM AN INTERNATIONAL PERSPECTIVE,SOCIAL AND ECONOMIC STUDIES,42,1,NA,1,0.03571428571428571
1992,"Wu, C; Jia, S",Chinese culture and fertility decline.,Chinese journal of population science,4,2,NA,1,0.034482758620689655
1989,"HERRMANN, R","AGRICULTURAL PRICE PROTECTION, IMPORT DEPENDENCE AND ECONOMIC-DEVELOPMENT - THE CASE OF WHEAT",JOURNAL OF AGRICULTURAL ECONOMICS,40,2,10.1111/j.1477-9552.1989.tb01095.x,1,0.03125
1989,"Legare, J",Infant mortality among the Inuit (Eskimos) after World War II.,Genus,45,44289,NA,1,0.03125
1956,"HERSKOVITS, MJ",AFRICAN ECONOMIC-DEVELOPMENT IN CROSS-CULTURAL-PERSPECTIVE,AMERICAN ECONOMIC REVIEW,46,2,NA,1,0.015384615384615385
2019,"Gashi, Ljuan Marko; Pozega, Zeljko; Crnkovic, Boris",Linking Value Dimensions of Employees in South East Europe and their Potential for Socio-Economic Development: A Cross-Country Comparison,JOURNAL OF EAST EUROPEAN MANAGEMENT STUDIES,24,1,10.5771/0949-6181-2019-1-178,0,0
2019,"Kosals, Leonid; Bazhenova, Taisiya",The Performance of the criminal justice system in the countries of the former USSR and Eastern Europe: (Comparative Analysis),Obshchestvennye nauki i sovremennost',NA,4,10.31857/S086904990005816-9,0,0
2019,"Razymovskaya, Elena M.; Valeeva, Gulnara F.",CROSS-COUNTRY ANALYSIS OF THE EFFECTIVENESS OF HEALTH SYSTEMS,REVISTA GENERO & DIREITO,8,6,NA,0,0
2019,"Wanigasekera, Vipula",Overcoming cross-cultural differences in post-war Sri Lanka: the case of Jetwing in Jaffna,WORLDWIDE HOSPITALITY AND TOURISM THEMES,11,2,10.1108/WHATT-12-2018-0082,0,0
2019,"Zhang,, Inlong; Quimei, Zheng，; Yung-Chul, Kwon",A Comparative Study of Countries on the Determinants of Entrepreneurship: A View of Institutional Theory,Journal of the Korean Entrepreneurship Socieity,14,2,10.24878/tkes.2019.14.2.001,0,0
2018,"Liotti, Giorgio; Musella, Marco; D'Isanto, Federica",Does democracy improve human development? Evidence from former socialist countries,EASTERN JOURNAL OF EUROPEAN STUDIES,9,2,NA,0,0
2018,"Anthony, Robert M.; Robison, Kristopher K.",Forced urbanisation: A cross-national assessment of the effects of intranational political violence on a nation's largest cities,URBAN STUDIES,55,13,10.1177/0042098017722737,0,0
2018,"Barber, Nigel","Cross-National Variation in Attitudes to Premarital Sex: Economic Development, Disease Risk, and Marriage Strength",CROSS-CULTURAL RESEARCH,52,3,10.1177/1069397117718143,0,0
2018,"Sasseron, Ricardo Henrique; Nakabashi, Luciano",Determinantes da Produtividade: Análise do Impacto do Índice GCI e Seus Componentes Sobre a PTF,Revista Brasileira de Economia,72,2,10.5935/0034-7140.20180012,0,0
2018,"Ozen, Ilhan Can","Early riser, late bloomer: Contextualizing Turkish health achievements in the last 50 years vis-a-vis China and the global picture of development",NEW PERSPECTIVES ON TURKEY,NA,58,10.1017/npt.2018.6,0,0
2018,"Salahodjaev, Raufhon; Kanazawa, Satoshi",WHY DO SOCIETIES WITH HIGHER AVERAGE COGNITIVE ABILITY HAVE LOWER INCOME INEQUALITY? THE ROLE OF REDISTRIBUTIVE POLICIES,JOURNAL OF BIOSOCIAL SCIENCE,50,3,10.1017/S0021932017000268,0,0
2018,"Tchoukou, Julie Ynes Ada",Malleus Maleficarum: Scrutinizing Sorcery in Cameroon,JOURNAL OF AFRICAN LAW,62,1,10.1017/S0021855317000328,0,0
2018,"Didia, Dal; Didia, Lydia; Ayokunle, Phillip",Accounting for Diaspora Remittances in the Economic Development of Sub-Saharan Africa,JOURNAL OF APPLIED ECONOMICS AND BUSINESS RESEARCH,8,2,NA,0,0
2018,"Huang, Songshan (Sam); Chen, Ganghua",PERCEIVED PERSONAL DEVELOPMENT BENEFITS FROM BACKPACKING. A CROSS-CULTURAL COMPARISON,TOURISM CULTURE & COMMUNICATION,18,4,10.3727/109830418X15369281878413,0,0
2018,Lu Feng; Liu Xiaoguang; Jiang Zhixiao; Zhang Jieping,The Labor Market and China's Economic Cycle: A Discussion of Okun's Law in Relation to China,SOCIAL SCIENCES IN CHINA,39,4,10.1080/02529203.2018.1519223,0,0
2018,"Piatkowska, Sylwia J.","Socio-Economic Development, Economic Fluctuations, and Age-Specific Suicide: A Cross-National Test of the Durkheim, Henry and Short, and Ginsberg Theories",SOCIOLOGICAL QUARTERLY,59,3,10.1080/00380253.2018.1479201,0,0
2018,PILMOONSU,Reading Chinese Writing from the Perspective of Post-immigration: Focusing on the North American Chinese Scholar Shu-mei Shih and the Chinese Writer Yan Geling and Zhang Ling,The Journal of Modern Chinese Literature,85,NA,10.46487/jmcl.2018.04.85.73,0,0
2018,"Tamas, Hardi; Tunde, Patay",Immigration policy and multilevel governance - Austrian experiences,TER ES TARSADALOM,32,4,10.17649/TET.32.4.3072,0,0
2018,"Vani, Gourav Kumar; Aditya, K. S.",Resource Curse and India States,INDIAN JOURNAL OF ECONOMICS AND DEVELOPMENT,14,1,10.5958/2322-0430.2018.00013.6,0,0
2017,"Moro, Alessio; Moslehi, Solmaz; Tanaka, Satoshi",MARRIAGE AND ECONOMIC DEVELOPMENT IN THE TWENTIETH CENTURY,JOURNAL OF DEMOGRAPHIC ECONOMICS,83,4,10.1017/dem.2017.18,0,0
2017,"Khalifa, Sherif","Endowments, Culture and Economic Development",REVIEW OF DEVELOPMENT ECONOMICS,21,3,10.1111/rode.12279,0,0
2017,"Kunieda, Takuma; Okada, Keisuke; Shibata, Akihisa",A Simple Model of Contract Enforcement Institutions,PACIFIC ECONOMIC REVIEW,22,3,10.1111/1468-0106.12090,0,0
2017,"Nikbakht, Ehsan; Sarkar, Sayan; Spieler, Andrew C.",External monitoring of private firms: A cross-country empirical analysis,GLOBAL FINANCE JOURNAL,32,NA,10.1016/j.gfj.2016.05.003,0,0
2017,"Demidova, Elena E.",Negative social deviations: economic-geographical approach to the analysis of problem,Izvestiya Rossiiskoi akademii nauk. Seriya geograficheskaya,NA,5,10.7868/S0373244417050036,0,0
2017,"Heirigs, Mark H.; Moore, Matthew D.; Recker, Nicholas L.",Suicide and the Creative Class: A Cross-National Examination,DEVIANT BEHAVIOR,38,8,10.1080/01639625.2016.1206732,0,0
2017,"Kelly, Matthew","Subversion, Conversion, Development: Cross-cultural Knowledge Exchange and the Politics of Design",TRIPLEC-COMMUNICATION CAPITALISM & CRITIQUE,15,2,NA,0,0
2016,"Tang, Sam Hak Kan; Leung, Charles Ka Yui",The Deep Historical Roots of Macroeconomic Volatility,ECONOMIC RECORD,92,299,10.1111/1475-4932.12278,0,0
2016,"Guner, Selin","Global Power Movements, Uncertainty and Democracy in the Middle East",NEW GLOBAL STUDIES,10,1,10.1515/ngs-2014-0033,0,0
2016,"Jenkins, Matt",Reasons to be cautious about 'well-being' in economic development (and elsewhere),INTERNATIONAL JOURNAL OF HAPPINESS AND DEVELOPMENT,3,2,NA,0,0
2016,"Ryeol, Kim Hyung","Globalization, Cultural Traditions, and Adolescents’ Value Orientations",Asian Journal of Education,17,NA,NA,0,0
2016,"SIDDIQUE, ABU BAKKAR",COMPARATIVE ADVANTAGE DEFYING DEVELOPMENT STRATEGY AND CROSS COUNTRY POVERTY INCIDENCE,Journal of Economic Development,41,4,NA,0,0
2015,"Mottaleb, Khondoker Abdul; Kalirajan, Kaliappa P.",DETERMINANTS OF LABOR-INTENSIVE EXPORTS BY THE DEVELOPING COUNTRIES: A CROSS COUNTRY ANALYSIS,SINGAPORE ECONOMIC REVIEW,59,5,10.1142/S021759081450043X,0,0
2015,"Buzurukov, Bilol; Lee, Byeong Wan",Determinants of Immigrant Apprehensions: The Case of US Immigration,ECONOMICS-THE OPEN ACCESS OPEN-ASSESSMENT E-JOURNAL,9,NA,10.5018/economics-ejournal.ja.2015-39,0,0
2015,"Clark, Rob",Revisiting convergence: A research note,SOCIAL SCIENCE RESEARCH,53,NA,10.1016/j.ssresearch.2015.06.001,0,0
2015,"Chuang, Ying-Chih; Huang, Ya-Li; Hu, Ching-Yao; Chen, Ssm-Ching; Tseng, Kuo-Chien","The inter-relationship among economic activities, environmental degradation, material consumption and population health in low-income countries: a longitudinal ecological study",BMJ OPEN,5,7,10.1136/bmjopen-2014-006183,0,0
2015,"Eckman, Molly; Sakarya, Sema; Hyllegard, Karen; Gomez Borja, Miguel Angel; Molla Descals, Alejandro",Consumer receptiveness to international retail expansion: a cross-cultural study of perceptions of social and economic influence of foreign retailers,INTERNATIONAL REVIEW OF RETAIL DISTRIBUTION AND CONSUMER RESEARCH,25,3,10.1080/09593969.2015.1013487,0,0
2015,"JeonJihyeon; Park, Kyungok",Individual-level Cultural Values and Norms at Workplace - Comparison between Korea and China -,Journal of Human Resource Management Research,22,5,10.14396/jhrmr.2015.22.5.129,0,0
2015,"Marshall, Kathryn G.",Economic structure and factor payments,APPLIED ECONOMICS,47,14,10.1080/00036846.2014.997924,0,0
2015,"PAIK, WOOYEAL",Which Democratic Institutions Constrain Human Rights Violations?: A Specified Cross-National Study,NA,27,1,NA,0,0
2015,"Ryeol, Kim Hyung",Economic Development and The Influences of Family Socioeconomic Status and Home Civic Learning Environments on Adolescents' Civic Outcomes : A Comparative Study of 31 Countries.,Journal of Ethics,1,101,10.15801/je.1.101.201505.1,0,0
2015,"Tai,, Hsing-Sheng; Choe, Hyun",Commons Research in Taiwan: Retrospect and Prospect,ECO,19,2,NA,0,0
2014,"Jaouen, Guy",Transforming Cornish and Devon Wrestling (Britain) and Gouren (Brittany - France) Through Sportification,INTERNATIONAL JOURNAL OF THE HISTORY OF SPORT,31,4,10.1080/09523367.2013.869219,0,0
2014,"Andreeva, O.V.; Giljano, A.A.",Current trends in world economy and Russia''s international positioning prospects,Terra Economicus,12,44257,NA,0,0
2014,"Avetisyan, Narek Avetisovich",Development prospects of resort townsin the Republic of Armenia,Vestnik MGSU / Proceedings of Moscow State University of Civil Engineering,NA,1,NA,0,0
2014,"EUNJUNG, CHOI，","Political Corruption, Trust, and Citizens’ Evaluation Of Democracy: A Cross-National Analysis",Asian International Studies Review,15,2,10.16934/isr.15.2.201412.1,0,0
2014,"Jong-Wook, Kwon; Lee, Jiseok; Cui, Long; 김학조",Comparative Study of Subcultural Differences in China and India,The Journal of International Trade & Commerce,10,4,NA,0,0
2014,"Wang, Jaesun; 서혁준",Does Government Intervention Influence Inequality?: Cross-National Analysis,Korean Public Management Review,28,2,NA,0,0
2013,"Rodriguez, Francisco; Shelton, Cameron A.",Cleaning up the kitchen sink: Specification tests and average derivative estimators for growth econometrics,JOURNAL OF MACROECONOMICS,38,NA,10.1016/j.jmacro.2013.07.009,0,0
2013,"Jeong-Hyeon, Chang; 이정덕",A Cross-National Comparative Study on the Factors of Fraud Crime Victimizations,NA,20,2,NA,0,0
2013,"Lobont, Oana-Ramona",ESSENCE OF STRATEGIC DISTORTIONS OF CORRUPTION ON ECONOMIC DEVELOPMENT,METALURGIA INTERNATIONAL,18,NA,NA,0,0
2012,"Cavusoglu, Nevin",LISREL growth model on direct and indirect effects using cross-country data,ECONOMIC MODELLING,29,6,10.1016/j.econmod.2012.05.025,0,0
2012,"Gibbs, Philip; Worth, Heather","'Eat coffee candy and die': sex, death and Huli funerals",SEXUAL HEALTH,9,5,10.1071/SH12018,0,0
2012,"Jeong-Hyeon, Chang; 이정덕",A Cross-National Comparative Study on the Factors of Bureaucratic Corruption,NA,19,2,NA,0,0
2012,"Lee, Jae-Hyung",The Effect of Property Rights on Anti-Corruption: A Comparative Analysis by Country Groups,Korean Corruption Studies Review,17,3,NA,0,0
2012,"Lee, Jae-Hyung","The Rule of Law, Corruption and Income: Evidence Using Cross-Country Panel Data",Korean Journal of Law and Economics,9,2,NA,0,0
2012,"Pak, O.A.",The system of the most informative indicators of welfare,Terra Economicus,10,44258,NA,0,0
2012,"Sun, Wenkai",The Evolutionary Pattern of Global Imbalance: Evidence from Cross Country Data from 1970 to 2010,GLOBAL ECONOMIC REVIEW,41,4,10.1080/1226508X.2012.738784,0,0
2012,공정배; 이정원; 김용범,"A Study on the Background of Cultural Conflicts Between Korea and China Relating to Gayageum Being Placed on UNESCO World Intangible Heritage List - Focused on the History of Succession of Gayageum in South Korea, China, and North Korea -",KOREAN THOUGHT AND CULTURE,65,NA,NA,0,0
2011,"Brown, Elizabeth; McLemore, Stephanie; Durazo-Arvizu, Ramon A.; Dugas, Lara R.; Steyn, Nelia; Luke, Amy",Assessing dietary intake in populations at differing stages of economic development,FASEB JOURNAL,25,NA,NA,0,0
2011,"Kwon, Roy","How the Legacy of French Colonization Has Shaped Divergent Levels of Economic Development in East Asia: A Time-Series Cross-National Analysis (vol 52, pg 56, 2011)",SOCIOLOGICAL QUARTERLY,52,2,10.1111/j.1533-8525.2011.01207.x,0,0
2011,"Kudrov, V.",Economy of Russia in Europe and the World,Obshchestvennye nauki i sovremennost',NA,5,NA,0,0
2011,"Tsoukatos, Evangelos; Rodriguez Santos, Carmen","Challenges in cross-cultural research: managerial perspectives on political marketing, negotiations, ethnic discrimination, economic development and values in multi-cultural contexts",CROSS CULTURAL MANAGEMENT-AN INTERNATIONAL JOURNAL,18,3,NA,0,0
2011,YoungHarkByun,Organization of Financial Supervisory Power and Its Effects: A Statistical Analysis of 143 Financial Systems,21st centry Political Science Review,21,3,NA,0,0
2010,"Hyunsub, Kum，",Cross-Country Variability in Inequality Change,The Korean Journal of Policy Studies,25,1,NA,0,0
2010,"Park, Cheol; 강유리","A Comparative Study on Entrepreneurship Among Korea, China, Mongolia, and Cambodia",NA,32,2,NA,0,0
2009,"Kim, Yul; 구정태",How Does Fiscal Decentralization Affect Economic Development?* －Empirical Evidence from Cross-Country Data－,Korean Journal of Political Science,17,2,NA,0,0
2009,"Wimmer, Andreas; Cederman, Lars-Erik; Min, Brian",Ethnic Politics and Armed Conflict. A Configurational Analysis of a New Global Dataset,POLITISCHE VIERTELJAHRESSCHRIFT,NA,NA,NA,0,0
2008,"Gitto, L; Navarra, P",[Health and growth: a brief review of the literature].,Giornale italiano di nefrologia : organo ufficiale della Societa italiana di nefrologia,25,6,NA,0,0
2008,"Jun, Jong Kun; 웃티찻쑨턴마이",A Cross-Cultural Examination of Attitudes toward Globalization among Korean and Thai Business Students,JOURNAL OF KOREAN ASSOCIATION OF THAI STUDIES,15,1,NA,0,0
2008,"Krechetova, V.S.",CORRELATION BETWEEN ECONOMIC DEVELOPMENT AND INTER-ETHNIC RELATIONS WITHIN THE NATIONAL REGIONS OF CHINA,Vestnik Moskovskogo universiteta. Seriya 5: Geografiya,NA,5,NA,0,0
2008,"Yoon-yong, Hwang，; 정재민; 배기철","Self-Construals, Uncertainty, and Desire for Unique Consumer Products: Cross-Cultural Comparison between South Koreans and Americans",Korean Journal of Marketing,23,1,NA,0,0
2008,최성호,An analysis of nontraditional activities at banks: a cross-country analysis,International Area Studies Review,12,2,NA,0,0
2007,"Carlson, Matthew",Public opinion on dimensions of governance in East Asia: An analysis of citizen and expert evaluations,JAPANESE JOURNAL OF POLITICAL SCIENCE,8,NA,10.1017/S1468109907002678,0,0
2007,"Lee,, Hyun-Hoon",Effects of the Opening of Service Market on Economic Growth and Productivity Growth,Journal of Korean Economic Development,13,1,NA,0,0
2007,"Ok, Wooseok",Capital goods imports and economic growth: trade policy or structural capability?,Journal of Korean Economic Development,13,2,NA,0,0
2007,백일우; 임정준,Educational Contribution to Economic Growth through Analysis of Cross-Country Panel Data,The Journal of Economics and Finance of Education,16,2,NA,0,0
2006,"Joo, Sangyong",Economic Development and Financial Development,Review of Financial Economics,20,1,NA,0,0
2005,"Kim, Inbae; 김일중",An Economic Analysis on Selective Legal Choice by Law-Enforers' Discretion: The Case of Monetory Insrtuments Law,NA,20,1,NA,0,0
2004,"Joo, Sangyong",Financial Openness and Financial Development,KUKJE KYUNGJE YONGU,10,3,NA,0,0
2001,Seung-HoonYoo,An Empirical Investigation of Telecommunications Investment and Economic Development in Developing Countries,East Asian Economic Review,5,2,10.11644/KIEP.JEAI.2001.5.2.85,0,0
1998,"Elbadawi, IA; Schmidt-Hebbel, K",Cross-regional development experiences and lessons for sub-Saharan Africa: An overview,JOURNAL OF AFRICAN ECONOMIES,7,NA,10.1093/jafeco/7.suppl_2.1,0,0
1997,"Bairam, EI",The roles of diffusion of advance technology and capital deepening in economic growth: a cross-country study,APPLIED ECONOMICS LETTERS,4,8,10.1080/758536633,0,0
1997,"Swadener, E B; Kabiru, M; Njenga, A",Does the village still raise the child? A collaborative study of changing child-rearing and community mobilization in Kenya.,Early education and development,8,3,NA,0,0
1994,NA,Non-aligned movement support for South-South collaboration in the field of population and family planning.,"Integration (Tokyo, Japan)",NA,40,NA,0,0
1992,"Panicker, D",Economic development and fertility:  an empirical analysis using cross-national data.,Genus,48,44289,NA,0,0
